Hasta 512 kbps,Entre 512 Kbps y 1 Mbps,Entre 1 Mbps y 6 Mbps,Entre 6 Mbps y 10 Mbps,Entre 10 Mbps y 20 Mbps,Entre 20 Mbps y 30 Mbps,Mas de 30 Mbps
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
28934.0,23347.0,259866.0,281550.0,244555.0,98670.0,3760109.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
29985.0,27709.0,290315.0,297915.0,267044.0,124190.0,3618689.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
30639.0,28323.0,295238.0,307554.0,273954.0,129869.0,3535757.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
31591.0,30056.0,313382.0,321756.0,290127.0,161183.0,3381049.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37821.0,,352950.0,331292.0,297296.0,196021.0,3259793.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37193.0,31149.0,1108940.0,248153.0,141383.0,192797.0,2482266.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
37192.0,31178.0,1096049.0,244001.0,140322.0,236897.0,2337604.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31187.0,1108368.0,240520.0,163747.0,222061.0,2246313.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
36939.0,31197.0,1109865.0,242243.0,214171.0,213588.0,2176242.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31514.0,1113823.0,234710.0,219772.0,194248.0,2085815.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
37542.0,31606.0,1129236.0,241336.0,233132.0,188995.0,1894466.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
38215.0,36802.0,1122034.0,236421.0,247977.0,205780.0,1802583.0
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
1127.0,,,,,,
33489.0,27537.0,1177446.0,262297.0,247106.0,452570.0,1465133.0
33489.0,27537.0,1177446.0,262297.0,247106.0,452570.0,1465133.0
33489.0,27537.0,1177446.0,262297.0,247106.0,452570.0,1465133.0
33489.0,27537.0,1177446.0,262297.0,247106.0,452570.0,1465133.0
33489.0,27537.0,1177446.0,262297.0,247106.0,452570.0,1465133.0
33489.0,27537.0,1177446.0,262297.0,247106.0,452570.0,1465133.0
